ID_Parcela;Predio;INDV;CAP_cm;DAP_cm;Angulo -;Angulo +;Angulo +2;Distancia;HT_m;HC_m;Ctronco;A_Basal (m2);Vol_T;Vol_C
PL143;Pericuara ;20;53,7;17,09;10;35,00;15,00;15,16;6,82;3,79;;0,02;0,07;0,04
PL152;Pericuara ;24;53,7;17,09;10;25;10;20,58;7,20;4,12;;0,02;0,07;0,04
PL150;Pericuara ;7;53,7;17,09;10;40;15;15,4;7,70;3,85;;0,02;0,08;0,04
PL92;Pericuara ;14;53,70;17,09;10,00;25,00;15,00;22,10;7,74;5,53;;0,02;0,08;0,06
PL141;Pericuara ;13;53,70;17,09;10;45;20;14,90;8,20;4,47;;0,02;0,09;0,05
PL142;Pericuara ;18;53,7;17,09;10;35,00;20,00;18,62;8,38;5,59;;0,02;0,09;0,06
PL101;Pericuara ;35;53,70;17,09;10,00;40,00;12,00;17,10;8,55;3,76;;0,02;0,09;0,04
PO1;Pericuara ;7;53,70;17,09;10,00;45,00;30,00;17,10;9,41;6,84;2;0,02;0,10;0,07
PL159;Pericuara ;13;53,70;17,09;10;45;20;17,48;9,61;5,24;2;0,02;0,10;0,05
PL148;Pericuara ;41;53,7;17,09;10;40;20;19,65;9,83;5,90;;0,02;0,10;0,06
PL54;Pericuara ;12;53,70;17,09;10,00;30,00;5,00;25,40;10,16;3,81;;0,02;0,11;0,04
PL28;Pericuara ;28;53,70;17,09;10,00;45,00;5,00;18,65;10,26;2,80;;0,02;0,11;0,03
PL152;Pericuara ;29;53,7;17,09;10;45;2;18,76;10,32;2,25;;0,02;0,11;0,02
PL166;Pericuara ;32;53,7;17,09;10;45;20;18,9;10,40;5,67;;0,02;0,11;0,06
PL134;Pericuara ;33;53,7;17,09;10;45;25;19,28;10,60;6,75;;0,02;0,11;0,07
PL29;Pericuara ;22;53,70;17,09;10,00;45,00;5,00;20,40;11,22;3,06;;0,02;0,12;0,03
PL165;Pericuara ;41;53,7;17,09;10;85;50;13,82;13,13;8,29;;0,02;0,14;0,09
PL39;Pericuara ;31;53,80;17,13;10,00;35,00;10,00;19,90;8,96;3,98;;0,02;0,09;0,04
PL156;Pericuara ;30;53,8;17,13;10;40;20;18,61;9,31;5,58;;0,02;0,10;0,06
PL6;Pericuara ;1;53,80;17,13;10,00;45,00;20,00;17,00;9,35;5,10;;0,02;0,10;0,05
PL168;Pericuara ;52;53,8;17,13;10;45;20;18,54;10,20;5,56;;0,02;0,11;0,06
PL150;Pericuara ;23;53,8;17,13;10;45;20;19,74;10,86;5,92;2;0,02;0,11;0,06
PL157;Pericuara ;7;53,8;17,13;10;40;20;21,73;10,87;6,52;2;0,02;0,11;0,07
PL158;Pericuara ;17;53,90;17,16;10;25,00;10,00;18,54;6,49;3,71;;0,02;0,07;0,04
PL95;Pericuara ;7;53,90;17,16;10,00;25,00;15,00;19,90;6,97;4,98;;0,02;0,07;0,05
PL138;Pericuara ;4;53,9;17,16;10;40;20;14,84;7,42;4,45;;0,02;0,08;0,05
PL58;Pericuara ;3;53,90;17,16;10,00;55,00;15,00;18,20;11,83;4,55;;0,02;0,12;0,05
PL168;Pericuara ;39;53,9;17,16;10;45;20;21,52;11,84;6,46;;0,02;0,12;0,07
PL148;Pericuara ;26;53,9;17,16;10;45;20;28,76;15,82;8,63;;0,02;0,17;0,09
PL144;Pericuara ;58;53,9;17,16;10;50;25;27,26;16,36;9,54;;0,02;0,17;0,10
PL40;Pericuara ;8;54,00;17,19;10,00;30,00;20,00;14,60;5,84;4,38;;0,02;0,06;0,05
PL91;Pericuara ;6;54,00;17,19;10,00;35,00;10,00;16,00;7,20;3,20;;0,02;0,08;0,03
PL33;Pericuara ;34;54,00;17,19;10,00;45,00;5,00;16,10;8,86;2,42;2;0,02;0,09;0,03
PL127;Pericuara ;28;54,00;17,19;10,00;35,00;10,00;25,60;11,52;5,12;3;0,02;0,12;0,05
PL149;Pericuara ;38;54,1;17,22;10;25;10;18,6;6,51;3,72;2;0,02;0,07;0,04
PL7;Pericuara ;15;54,10;17,22;10,00;20,00;0,00;22,47;6,74;2,25;2;0,02;0,07;0,02
PL146;Pericuara ;13;54,1;17,22;10;30;15;18,36;7,34;4,59;;0,02;0,08;0,05
PO126;Pericuara ;8;54,10;17,22;10;25;10;23,6;8,26;4,72;;0,02;0,09;0,05
PL151;Pericuara ;23;54,1;17,22;10;40;20;16,88;8,44;5,06;2;0,02;0,09;0,05
PL138;Pericuara ;24;54,1;17,22;10;50;25;15,5;9,30;5,43;;0,02;0,10;0,06
PL147;Pericuara ;25B;54,1;17,22;10;40;20;20,45;10,23;6,14;;0,02;0,11;0,06
PL151;Pericuara ;5;54,1;17,22;10;40;20;20,7;10,35;6,21;2;0,02;0,11;0,07
PL158;Pericuara ;53;54,1;17,22;10;50;25;19,5;11,70;6,83;2;0,02;0,12;0,07
PO6;Pericuara ;6;54,10;17,22;7,00;85,00;45,00;13,20;12,14;6,86;1;0,02;0,13;0,07
PL101;Pericuara ;30;54,20;17,25;10,00;25,00;10,00;17,20;6,02;3,44;;0,02;0,06;0,04
PL147;Pericuara ;5;54,2;17,25;10;28;15;18,43;7,00;4,61;;0,02;0,07;0,05
PL30;Pericuara ;19;54,20;17,25;10,00;30,00;5,00;18,10;7,24;2,72;;0,02;0,08;0,03
PL98;Pericuara ;2;54,20;17,25;10,00;45,00;10,00;16,30;8,97;3,26;;0,02;0,09;0,03
PL165;Pericuara ;16;54,2;17,25;10;45;20;16,60;9,13;4,98;;0,02;0,10;0,05
PL165;Pericuara ;52;54,2;17,25;10;40;20;19,1;9,55;5,73;;0,02;0,10;0,06
PL145;Pericuara ;33;54,2;17,25;10;45;25;18,24;10,03;6,38;;0,02;0,11;0,07
PL7;Pericuara ;17;54,20;17,25;10,00;50,00;25,00;16,80;10,08;5,88;;0,02;0,11;0,06
PL7;Pericuara ;21;54,20;17,25;10,00;40,00;10,00;21,00;10,50;4,20;;0,02;0,11;0,04
PL159;Pericuara ;22;54,2;17,25;10;50,00;25,00;18,12;10,87;6,34;2;0,02;0,11;0,07
PL156;Pericuara ;6;54,20;17,25;10;50;25;18,63;11,18;6,52;;0,02;0,12;0,07
PL164;Pericuara ;21;54,30;17,28;10;40,00;20,00;16,54;8,27;4,96;2;0,02;0,09;0,05
PL136;Pericuara ;6;54,30;17,28;10;45;20;15,08;8,29;4,52;;0,02;0,09;0,05
PL32;Pericuara ;28;54,30;17,28;10,00;40,00;5,00;22,00;11,00;3,30;;0,02;0,12;0,03
PL127;Pericuara ;20;54,30;17,28;10,00;45,00;10,00;21,50;11,83;4,30;;0,02;0,13;0,05
PL26;Pericuara ;45;54,40;17,32;10,00;30,00;20,00;16,30;6,52;4,89;;0,02;0,07;0,05
PL35 ;Pericuara ;5;54,40;17,32;10,00;30,00;30,00;22,20;8,88;8,88;;0,02;0,09;0,09
PL29;Pericuara ;11;54,40;17,32;10,00;40,00;5,00;19,90;9,95;2,99;;0,02;0,11;0,03
PL110;Pericuara ;13;54,40;17,32;10,00;45,00;10,00;18,30;10,07;3,66;;0,02;0,11;0,04
PL58;Pericuara ;15;54,40;17,32;10,00;45,00;15,00;18,50;10,18;4,63;2;0,02;0,11;0,05
PL133;Pericuara ;9;54,40;17,32;10;45;20;19,52;10,74;5,86;;0,02;0,11;0,06
PL167;Pericuara ;44;54,4;17,32;10;45;25;20,44;11,24;7,15;2;0,02;0,12;0,08
PL98;Pericuara ;19;54,50;17,35;10,00;20,00;0,00;20,30;6,09;2,03;2;0,02;0,07;0,02
PL26;Pericuara ;21;54,50;17,35;10,00;20,00;10,00;24,60;7,38;4,92;2;0,02;0,08;0,05
PL26;Pericuara ;25;54,50;17,35;10,00;20,00;10,00;24,90;7,47;4,98;;0,02;0,08;0,05
PL148;Pericuara ;42;54,5;17,35;10;35;17;16,9;7,61;4,56;2;0,02;0,08;0,05
PL91;Pericuara ;5;54,50;17,35;10,00;32,00;5,00;18,20;7,64;2,73;;0,02;0,08;0,03
PL166;Pericuara ;31;54,5;17,35;10;30;15;19,64;7,86;4,91;2;0,02;0,08;0,05
PL157;Pericuara ;35;54,5;17,35;10;40;20;17,97;8,99;5,39;;0,02;0,10;0,06
PL148;Pericuara ;15;54,50;17,35;10;55,00;20,00;14,42;9,37;4,33;2;0,02;0,10;0,05
PL169;Pericuara ;18;54,5;17,35;10;35;15;21,16;9,52;5,29;2;0,02;0,10;0,06
PL132;Pericuara ;1;54,6;17,38;10;30;10;15,80;6,32;3,16;3;0,02;0,07;0,03
PL137;Pericuara ;10;54,60;17,38;10;40;20;16,43;8,22;4,93;2;0,02;0,09;0,05
PL138;Pericuara ;27;54,6;17,38;10;35;18;18,9;8,51;5,29;;0,02;0,09;0,06
PL167;Pericuara ;31;54,6;17,38;10;35;20;20,16;9,07;6,05;;0,02;0,10;0,06
PL167;Pericuara ;27;54,6;17,38;10;35;17;20,52;9,23;5,54;2;0,02;0,10;0,06
PL32;Pericuara ;25;54,60;17,38;10,00;45,00;5,00;17,70;9,74;2,66;;0,02;0,10;0,03
PL169;Pericuara ;16;54,6;17,38;10;45;20;18,23;10,03;5,47;2;0,02;0,11;0,06
PL151;Pericuara ;19;54,6;17,38;10;50;20;16,95;10,17;5,09;2;0,02;0,11;0,05
PL9;Pericuara ;25;54,60;17,38;10,00;35,00;25,00;22,80;10,26;7,98;;0,02;0,11;0,09
PL149;Pericuara ;22;54,6;17,38;10;45;20;19,13;10,52;5,74;;0,02;0,11;0,06
PL150;Pericuara ;25;54,6;17,38;10;45;20;19,93;10,96;5,98;2;0,02;0,12;0,06
PL160;Pericuara ;49;54,6;17,38;10;50;25;18,38;11,03;6,43;;0,02;0,12;0,07
PL146;Pericuara ;1;54,6;17,38;10;50;20;19,8;11,88;5,94;2;0,02;0,13;0,06
PL158;Pericuara ;40;54,6;17,38;10;55;30;19,24;12,51;7,70;;0,02;0,13;0,08
PO122;Pericuara ;16;54,70;17,41;10,00;25,00;10,00;22,00;7,70;4,40;;0,02;0,08;0,05
PL157;Pericuara ;41;54,7;17,41;10;35;15;17,73;7,98;4,43;;0,02;0,09;0,05
PO1;Pericuara ;8;54,70;17,41;10,00;55,00;20,00;14,00;9,10;4,20;;0,02;0,10;0,05
PL156;Pericuara ;10;54,70;17,41;10;45;25;16,82;9,25;5,89;;0,02;0,10;0,06
PL101;Pericuara ;19;54,70;17,41;10,00;50,00;10,00;16,00;9,60;3,20;;0,02;0,10;0,03
PL167;Pericuara ;35;54,7;17,41;10;45;25;18,2;10,01;6,37;;0,02;0,11;0,07
PL33;Pericuara ;18;54,70;17,41;10,00;30,00;0,00;25,20;10,08;2,52;2;0,02;0,11;0,03
PL157;Pericuara ;44;54,7;17,41;10;40;20;21,6;10,80;6,48;2;0,02;0,12;0,07
PL139;Pericuara ;21;54,70;17,41;10;55;28;16,90;10,99;6,42;2;0,02;0,12;0,07
PL168;Pericuara ;53;54,7;17,41;10;50;20;18,48;11,09;5,54;;0,02;0,12;0,06
PL142;Pericuara ;41;54,7;17,41;10;50;20;18,74;11,24;5,62;2;0,02;0,12;0,06
PL149;Pericuara ;14;54,7;17,41;10;50;30;19,25;11,55;7,70;;0,02;0,12;0,08
PL37;Pericuara ;33;54,80;17,44;10,00;20,00;10,00;22,30;6,69;4,46;;0,02;0,07;0,05
PL156;Pericuara ;18;54,8;17,44;10;30;20;18,53;7,41;5,56;2;0,02;0,08;0,06
PL144;Pericuara ;6;54,90;17,48;10;20;10;18,62;5,59;3,72;;0,02;0,06;0,04
PL135;Pericuara ;17;54,9;17,48;10;35,00;20,00;20,03;9,01;6,01;;0,02;0,10;0,07
PL33;Pericuara ;29;54,90;17,48;10,00;40,00;10,00;19,10;9,55;3,82;;0,02;0,10;0,04
PL142;Pericuara ;35;54,9;17,48;10;45;20;17,44;9,59;5,23;;0,02;0,10;0,06
PL33;Pericuara ;37;54,90;17,48;10,00;50,00;10,00;16,40;9,84;3,28;;0,02;0,11;0,04
PL27;Pericuara ;27;54,90;17,48;10,00;35,00;5,00;22,60;10,17;3,39;;0,02;0,11;0,04
PL159;Pericuara ;40;54,9;17,48;10;40;20;20,63;10,32;6,19;;0,02;0,11;0,07
PL149;Pericuara ;35;54,9;17,48;10;40;20;21;10,50;6,30;;0,02;0,11;0,07
PL152;Pericuara ;14;54,9;17,48;10;40;20;22,42;11,21;6,73;;0,02;0,12;0,07
PL153;Pericuara ;39;54,9;17,48;10;50;25;20,4;12,24;7,14;;0,02;0,13;0,08
PL3;Pericuara ;21;55,00;17,51;10,00;20,00;0,00;20,10;6,03;2,01;2;0,02;0,07;0,02
PL128;Pericuara ;15;55,00;17,51;10,00;15,00;5,00;25,20;6,30;3,78;;0,02;0,07;0,04
PL129;Pericuara ;4;55,00;17,51;10,00;40,00;0,00;14,10;7,05;1,41;2;0,02;0,08;0,02
PL129;Pericuara ;4;55;17,51;10;40;0;14,1;7,05;1,41;2;0,02;0,08;0,02
PL127;Pericuara ;4;55,00;17,51;10,00;35,00;5,00;16,00;7,20;2,40;2;0,02;0,08;0,03
PL160;Pericuara ;14;55,00;17,51;10;35;15;16,20;7,29;4,05;;0,02;0,08;0,04
PL134;Pericuara ;51;55;17,51;10;40;20;14,6;7,30;4,38;;0,02;0,08;0,05
PL166;Pericuara ;28;55;17,51;10;40;20;15,64;7,82;4,69;;0,02;0,09;0,05
PL34;Pericuara ;21;55,00;17,51;10,00;40,00;5,00;16,50;8,25;2,48;;0,02;0,09;0,03
PL145;Pericuara ;24;55;17,51;10;40;20;16,9;8,45;5,07;;0,02;0,09;0,06
PL30;Pericuara ;15;55,00;17,51;10,00;35,00;0,00;19,50;8,78;1,95;;0,02;0,10;0,02
PL165;Pericuara ;46;55;17,51;10;40;20;18,15;9,08;5,45;2;0,02;0,10;0,06
PL28;Pericuara ;23;55,00;17,51;10,00;45,00;5,00;16,90;9,30;2,54;2;0,02;0,10;0,03
PL165;Pericuara ;37;55,1;17,54;10;25;15;16,49;5,77;4,12;2;0,02;0,06;0,05
PL148;Pericuara ;49;55,1;17,54;10;20;10;20,25;6,08;4,05;;0,02;0,07;0,04
PO122;Pericuara ;11;55,10;17,54;10,00;32,00;10,00;15,10;6,34;3,02;;0,02;0,07;0,03
PL155;Pericuara ;19;55,10;17,54;10;30;15;18,66;7,46;4,67;2;0,02;0,08;0,05
PL84;Pericuara ;9;55,10;17,54;10,00;40,00;10,00;18,10;9,05;3,62;;0,02;0,10;0,04
PL84;Pericuara ;9;55,10;17,54;10,00;40,00;10,00;18,10;9,05;3,62;;0,02;0,10;0,04
PL87;Pericuara ;9;55,10;17,54;10,00;40,00;10,00;18,10;9,05;3,62;;0,02;0,10;0,04
PL144;Pericuara ;5;55,1;17,54;10;40;20;19,12;9,56;5,74;;0,02;0,10;0,06
PL140;Pericuara ;17;55,1;17,54;10;40;20;19,74;9,87;5,92;;0,02;0,11;0,06
PL152;Pericuara ;7;55,1;17,54;10;45;20;18,47;10,16;5,54;;0,02;0,11;0,06
PL167;Pericuara ;58;55,1;17,54;10;45;20;19,32;10,63;5,80;;0,02;0,12;0,06
PL161;Pericuara ;22;55,10;17,54;10;50;25;18,26;10,96;6,39;;0,02;0,12;0,07
PL146;Pericuara ;19;55,1;17,54;10;50;25;18,74;11,24;6,56;2;0,02;0,12;0,07
PL139;Pericuara ;16;55,10;17,54;10;45,00;20,00;20,54;11,30;6,16;;0,02;0,12;0,07
PL154;Pericuara ;46;55,1;17,54;10;55;25;19,66;12,78;6,88;;0,02;0,14;0,08
PL37;Pericuara ;40;55,20;17,57;10,00;30,00;20,00;22,60;9,04;6,78;;0,02;0,10;0,07
PL165;Pericuara ;55;55,2;17,57;10;40;20;18,32;9,16;5,50;;0,02;0,10;0,06
PL153;Pericuara ;38;55,2;17,57;10;40;20;19,57;9,79;5,87;2;0,02;0,11;0,06
PL9;Pericuara ;14;55,20;17,57;10,00;35,00;20,00;21,76;9,79;6,53;;0,02;0,11;0,07
PL164;Pericuara ;15;55,20;17,57;10;45;15;18,70;10,29;4,68;;0,02;0,11;0,05
PL154;Pericuara ;12;55,20;17,57;10;50;25;22,13;13,28;7,75;2;0,02;0,15;0,08
PL37;Pericuara ;50;55,30;17,60;10,00;20,00;15,00;26,70;8,01;6,68;;0,02;0,09;0,07
PL9;Pericuara ;31;55,30;17,60;10,00;30,00;25,00;20,14;8,06;7,05;2;0,02;0,09;0,08
PL101;Pericuara ;17;55,30;17,60;10,00;50,00;15,00;14,00;8,40;3,50;;0,02;0,09;0,04
PL29;Pericuara ;17;55,30;17,60;10,00;40,00;5,00;19,70;9,85;2,96;;0,02;0,11;0,03
PL159;Pericuara ;29;55,3;17,60;10;45;25;18,28;10,05;6,40;;0,02;0,11;0,07
PL156;Pericuara ;20;55,3;17,60;10;50,00;25,00;17,83;10,70;6,24;;0,02;0,12;0,07
PL139;Pericuara ;7;55,30;17,60;10;50;25;18,74;11,24;6,56;;0,02;0,12;0,07
PL154;Pericuara ;5;55,3;17,60;10;60;30;19,30;13,51;7,72;;0,02;0,15;0,08
PL152;Pericuara ;2;55,3;17,60;10;40;10;28,87;14,44;5,77;;0,02;0,16;0,06
PL35 ;Pericuara ;4;55,40;17,63;10,00;20,00;10,00;17,80;5,34;3,56;2;0,02;0,06;0,04
PL26;Pericuara ;26;55,40;17,63;10,00;20,00;10,00;21,30;6,39;4,26;2;0,02;0,07;0,05
PL159;Pericuara ;35;55,4;17,63;10;25;10;18,79;6,58;3,76;;0,02;0,07;0,04
PO125;Pericuara ;4;55,40;17,63;10,00;30,00;0,00;21,40;8,56;2,14;2;0,02;0,09;0,02
PL101;Pericuara ;18;55,40;17,63;10,00;55,00;15,00;15,40;10,01;3,85;;0,02;0,11;0,04
PL143;Pericuara ;29;55,5;17,67;10;25;10;13,4;4,69;2,68;;0,02;0,05;0,03
PL37;Pericuara ;45;55,50;17,67;10,00;15,00;10,00;24,50;6,13;4,90;;0,02;0,07;0,05
PL134;Pericuara ;45;55,5;17,67;10;35;10;16,42;7,39;3,28;;0,02;0,08;0,04
PL135;Pericuara ;35;55,5;17,67;10;40;20;17,06;8,53;5,12;2;0,02;0,09;0,06
PL128;Pericuara ;3;55,50;17,67;10,00;30,00;10,00;23,20;9,28;4,64;;0,02;0,10;0,05
PL134;Pericuara ;9;55,50;17,67;10;45;20;18,04;9,92;5,41;;0,02;0,11;0,06
PL143;Pericuara ;11;55,50;17,67;10;45;22;19,24;10,58;6,16;;0,02;0,12;0,07
PL4;Pericuara ;16;55,50;17,67;10,00;80,00;60,00;11,80;10,62;8,26;1;0,02;0,12;0,09
PL98;Pericuara ;30;55,50;17,67;10,00;45,00;10,00;20,40;11,22;4,08;;0,02;0,12;0,05
PL30;Pericuara ;12;55,50;17,67;10,00;55,00;10,00;25,60;16,64;5,12;;0,02;0,18;0,06
PL37;Pericuara ;28;55,60;17,70;10,00;20,00;10,00;19,70;5,91;3,94;;0,02;0,07;0,04
PO126;Pericuara ;13;55,60;17,70;10;35;17;15,7;7,07;4,24;;0,02;0,08;0,05
PL31;Pericuara ;6;55,60;17,70;10,00;40,00;8,00;14,40;7,20;2,59;;0,02;0,08;0,03
PL26;Pericuara ;30;55,60;17,70;10,00;20,00;10,00;24,80;7,44;4,96;;0,02;0,08;0,06
PL156;Pericuara ;31;55,6;17,70;10;35;20;18,77;8,45;5,63;;0,02;0,09;0,06
PL156;Pericuara ;25;55,6;17,70;10;50;25;15,68;9,41;5,49;;0,02;0,10;0,06
PL166;Pericuara ;20;55,6;17,70;10;35;15;20,92;9,41;5,23;2;0,02;0,10;0,06
PL134;Pericuara ;25;55,6;17,70;10;50;25;16,04;9,62;5,61;3;0,02;0,11;0,06
PL148;Pericuara ;14;55,60;17,70;10;55;25;16,40;10,66;5,74;;0,02;0,12;0,06
PL145;Pericuara ;28;55,6;17,70;10;50;25;17,8;10,68;6,23;;0,02;0,12;0,07
PL157;Pericuara ;24;55,6;17,70;10;45;15;19,67;10,82;4,92;;0,02;0,12;0,05
PL163;Pericuara ;21;55,7;17,73;10;35;18;14,75;6,64;4,13;2;0,02;0,07;0,05
PL32;Pericuara ;27;55,70;17,73;10,00;25,00;5,00;21,10;7,39;3,17;;0,02;0,08;0,04
PL169;Pericuara ;11;55,7;17,73;10;45;20;15,34;8,44;4,60;;0,02;0,09;0,05
PL133;Pericuara ;2;55,70;17,73;10;55;25;13,14;8,54;4,60;;0,02;0,10;0,05
PL134;Pericuara ;20;55,70;17,73;10;40,00;20,00;17,32;8,66;5,20;;0,02;0,10;0,06
PL7;Pericuara ;29;55,70;17,73;10,00;40,00;10,00;18,20;9,10;3,64;;0,02;0,10;0,04
PL32;Pericuara ;35;55,70;17,73;10,00;45,00;10,00;16,60;9,13;3,32;;0,02;0,10;0,04
PL153;Pericuara ;2;55,7;17,73;10;35;15;20,68;9,31;5,17;;0,02;0,10;0,06
PL148;Pericuara ;20;55,70;17,73;10;50,00;25,00;15,67;9,40;5,48;;0,02;0,10;0,06
PL160;Pericuara ;23;55,70;17,73;10;45;15;17,21;9,47;4,30;;0,02;0,11;0,05
PL163;Pericuara ;19;55,70;17,73;10;40,00;10,00;19,04;9,52;3,81;2;0,02;0,11;0,04
PL166;Pericuara ;14;55,7;17,73;10;40;20;19,72;9,86;5,92;;0,02;0,11;0,07
PL156;Pericuara ;19;55,70;17,73;10;55;25;15,38;10,00;5,38;2;0,02;0,11;0,06
PL169;Pericuara ;35;55,7;17,73;10;45;20;19,14;10,53;5,74;;0,02;0,12;0,06
PL139;Pericuara ;6;55,70;17,73;10;50;25;18,23;10,94;6,38;;0,02;0,12;0,07
PL164;Pericuara ;10;55,70;17,73;10;50;25;18,73;11,24;6,56;;0,02;0,13;0,07
PL159;Pericuara ;25;55,7;17,73;10;45;20;21,93;12,06;6,58;;0,02;0,13;0,07
PL155;Pericuara ;4;55,8;17,76;10;40;20;15,90;7,95;4,77;;0,02;0,09;0,05
PL163;Pericuara ;10;55,80;17,76;10;40;20;16,70;8,35;5,01;;0,02;0,09;0,06
PL149;Pericuara ;13;55,8;17,76;10;35;20;19,94;8,97;5,98;;0,02;0,10;0,07
PL147;Pericuara ;30;55,8;17,76;10;40;15;19,15;9,58;4,79;;0,02;0,11;0,05
PL140;Pericuara ;2;55,80;17,76;10;40;20;19,20;9,60;5,76;;0,02;0,11;0,06
PL164;Pericuara ;26;55,8;17,76;10;50;20;16,8;10,08;5,04;;0,02;0,11;0,06
PL33;Pericuara ;6;55,80;17,76;10,00;40,00;10,00;21,60;10,80;4,32;;0,02;0,12;0,05
PL159;Pericuara ;32;55,8;17,76;10;55;30;18,6;12,09;7,44;;0,02;0,14;0,08
PL157;Pericuara ;16;55,8;17,76;10;55;25;19,12;12,43;6,69;2;0,02;0,14;0,07
PL150;Pericuara ;37;55,8;17,76;10;40;20;29,29;14,65;8,79;2;0,02;0,16;0,10
PL134;Pericuara ;2;55,90;17,79;10;20;8;17,55;5,27;3,16;2;0,02;0,06;0,04
PL155;Pericuara ;16;55,90;17,79;10;30,00;15,00;18,52;7,41;4,63;;0,02;0,08;0,05
PL149;Pericuara ;21;55,9;17,79;10;30;20;19,5;7,80;5,85;2;0,02;0,09;0,07
PL1;Pericuara ;22B;55,90;17,79;10,00;30,00;20,00;20,50;8,20;6,15;;0,02;0,09;0,07
PL151;Pericuara ;1;55,9;17,79;10;45;20;16,67;9,17;5,00;;0,02;0,10;0,06
PL150;Pericuara ;2;55,9;17,79;10;35;15;20,53;9,24;5,13;;0,02;0,10;0,06
PL149;Pericuara ;39;55,9;17,79;10;40;20;20,44;10,22;6,13;2;0,02;0,11;0,07
PL169;Pericuara ;41;55,9;17,79;10;45;25;19,52;10,74;6,83;2;0,02;0,12;0,08
PL28;Pericuara ;26;55,90;17,79;10,00;50,00;10,00;18,50;11,10;3,70;2;0,02;0,12;0,04
PL34;Pericuara ;25;55,90;17,79;10,00;45,00;10,00;20,60;11,33;4,12;;0,02;0,13;0,05
PL37;Pericuara ;14;56,00;17,83;10,00;20,00;10,00;19,60;5,88;3,92;;0,02;0,07;0,04
PL37;Pericuara ;34;56,00;17,83;10,00;20,00;10,00;21,80;6,54;4,36;;0,02;0,07;0,05
PL34;Pericuara ;37;56,00;17,83;10,00;30,00;15,00;19,20;7,68;4,80;2;0,02;0,09;0,05
PO1;Pericuara ;12;56,00;17,83;10,00;60,00;15,00;11,40;7,98;2,85;;0,02;0,09;0,03
PL26;Pericuara ;9;56,00;17,83;10,00;30,00;20,00;20,30;8,12;6,09;;0,02;0,09;0,07
PO6;Pericuara ;14;56,00;17,83;10,00;45,00;30,00;14,81;8,15;5,92;2;0,02;0,09;0,07
PL28;Pericuara ;5;56,00;17,83;10,00;40,00;10,00;16,40;8,20;3,28;;0,02;0,09;0,04
PL9;Pericuara ;35;56,00;17,83;10,00;30,00;15,00;20,55;8,22;5,14;2;0,02;0,09;0,06
PL34;Pericuara ;13;56,00;17,83;10,00;50,00;10,00;14,30;8,58;2,86;;0,02;0,10;0,03
PL135;Pericuara ;23;56;17,83;10;35;15;19,2;8,64;4,80;;0,02;0,10;0,05
PL145;Pericuara ;12;56,00;17,83;10;40;20;18,25;9,13;5,48;;0,02;0,10;0,06
PL28;Pericuara ;3;56,00;17,83;10,00;50,00;5,00;15,50;9,30;2,33;2;0,02;0,10;0,03
PL150;Pericuara ;3;56;17,83;10;35;15;21,66;9,75;5,42;2;0,02;0,11;0,06
PL101;Pericuara ;1B;56,00;17,83;10,00;50,00;10,00;18,80;11,28;3,76;;0,02;0,13;0,04
PL98;Pericuara ;6;56,00;17,83;10,00;40,00;5,00;23,20;11,60;3,48;;0,02;0,13;0,04
PL127;Pericuara ;30;56,00;17,83;10,00;40,00;10,00;23,30;11,65;4,66;;0,02;0,13;0,05
PL69;Pericuara ;20;56,00;17,83;10,00;50,00;10,00;21,40;12,84;4,28;2;0,02;0,14;0,05
PL157;Pericuara ;5;56;17,83;10;45;15;23,92;13,16;5,98;;0,02;0,15;0,07
PL110;Pericuara ;6;56,10;17,86;10,00;20,00;0,00;16,70;5,01;1,67;2;0,03;0,06;0,02
PL164;Pericuara ;24;56,1;17,86;10;35;10;18,12;8,15;3,62;;0,03;0,09;0,04
PL164;Pericuara ;23;56,10;17,86;10;50;25;15,41;9,25;5,39;;0,03;0,10;0,06
PL26;Pericuara ;12;56,10;17,86;10,00;35,00;25,00;21,00;9,45;7,35;;0,03;0,11;0,08
PL158;Pericuara ;5;56,1;17,86;10;35;15;22,89;10,30;5,72;2;0,03;0,12;0,06
PO1;Pericuara ;13;56,10;17,86;10,00;60,00;15,00;16,00;11,20;4,00;;0,03;0,13;0,05
PO76;Pericuara ;6;56,10;17,86;10,00;45,00;10,00;20,50;11,28;4,10;2;0,03;0,13;0,05
PL146;Pericuara ;16;56,1;17,86;10;45;20;20,9;11,50;6,27;;0,03;0,13;0,07
PL133;Pericuara ;28;56,1;17,86;10;55;25;18,54;12,05;6,49;;0,03;0,14;0,07
PL137;Pericuara ;15;56,10;17,86;10;70;35;15,68;12,54;7,06;;0,03;0,14;0,08
PL154;Pericuara ;35;56,1;17,86;10;50;25;21,3;12,78;7,46;;0,03;0,14;0,08
PL95;Pericuara ;5;56,20;17,89;10,00;20,00;10,00;21,20;6,36;4,24;;0,03;0,07;0,05
PL165;Pericuara ;25;56,2;17,89;10;40;20;12,76;6,38;3,83;;0,03;0,07;0,04
PL26;Pericuara ;24;56,20;17,89;10,00;20,00;10,00;29,60;8,88;5,92;;0,03;0,10;0,07
PL155;Pericuara ;29;56,2;17,89;10;35;15;20,16;9,07;5,04;;0,03;0,10;0,06
PL153;Pericuara ;21;56,2;17,89;10;30;15;22,7;9,08;5,68;;0,03;0,10;0,06
PL164;Pericuara ;28;56,2;17,89;10;40;20;18,65;9,33;5,60;;0,03;0,11;0,06
